Comment,Type,Predicted_Type
有多好看呢就是即使知道逻辑上有硬伤各种悖论的影响下也去他妈的就是这么好看,好评,na
挺好的收官之战了 有资源了再看一遍中文版的,好评,na
此生不再的体验庆幸有漫威庆幸有那么多喜爱的角色陪伴多年庆幸有那么丰厚的情感累积最爱的始终是Captain America  American Ass0511到房山万达刷皮卡和复联原来预知结果看着他们前赴后继地赴死会更难过电影终结了两盏灯熄灭了一阵风吹到了头整个世界都哭着笑着哑了以后当然还会有光但那些人与事终究是此生不再也许不好谈意难平总愿意相信各得其所也许是对彼此最大的温柔之后应该会再刷吧全员集结的振奋还想再度感受期待Gyllenhaal入局期待寡姐电影期待冬兵与猎鹰红女巫与幻视洛基再续前缘I love you 3000 And I can do this all day For family for you,好评,na
铁人千古 漫威万岁,好评,na
第一次哭到IMAX眼镜都戴不住此刻漫威你就是全世界,好评,na
平衡每个关键角色战力大战交锋酣畅淋漓漫威真的很会戳影迷G点了告别,好评,na
看完后想挤出点情感但是年纪大了情绪波动不容易我难得看电影能有一点情绪上的风吹草动等到了豆瓣看到高分短评发现其它人的情绪波动犹如风起云涌我的emo以小见大长江后浪推前浪武汉每年长江泛洪一定都是豆瓣观影者的眼泪呃so谢谢你豆瓣,好评,na
我曾经拥有过什么现在我就失去了什么I am Ironman 十年漫威三千遍爱你怎么够铁啊你拥有一颗最温暖的心也是我们永远的英雄虽然我在博士伸出1根手指的时候想竖中指虽然我哭得不能自已但我知道这是你的高光时刻这必定是你的选择可为什么从始至终那个牺牲的人必须是你你不会再回来了啊最后两句话wcnm漫威杀我看的时候头脑发热回头一想原来吃了三小时的罗素兄弟给我滚啊,好评,na
没错就该砍掉极端环保主义者的狗头一遍不够再砍一遍,好评,na
这个片子让我思考我们在豆瓣打星的依据是什么缺点实在太多但我觉得这个项目已经做到最好了你可以想出无数个把剧情改得更合理更到位更精彩的方法但那样我肯定打不了五星当然别人可能打得更高但关我什么事呢,好评,na
最惊喜是Tilda Swinton的再次登场 最生气是Scarlet Johansson的丑陋发色,好评,na
桥段多梗多黄洞全开时沸腾诚意和惊喜都够脂肪应该可以发电过程中我一直觉得可以瞬间复原果然减脂很难鼓掌好几波尖叫好几波,好评,na
灭霸思考的问题真正超越了所有复仇者联盟的高度站在宇宙台阶而不是地球台阶其实在记录5000多年前那场战争的薄伽梵歌中说过当他知晓他根本不是为了自己而行动时 即使他杀遍整个世界或宇宙或是他本人被杀 他也即非杀者亦非被杀杀者 他是可以遇神杀神遇佛杀佛的,好评,na
一段关系最有价值的部分是见证彼此成长一段观影旅程也是银幕内外主角与观众互为照映这种陪伴也是人生的意义所在当超级英雄电影与现实的平凡生活合二为一这已经不是简单的情怀而是一枚情感核弹这是一场声势浩大的漫长告别告别过去的自己逝去的家人惨败的曾经超级英雄们的情感脆弱面在上一部的悲壮之后走向了伤感个人情感的极致表达自我成就的无限演绎弥补了整个漫威电影的精神内核生命中唯一的永恒就是生命的无常,好评,na
小伙伴在被剧透逼疯之前拉我们去看了早场第一感想票真tm贵人真jb多坐我边上俩妹子全程聊天+尖叫+哭泣她们来看电影的主要目的好像是膈应别人我本来该有的情绪也被她俩憋回去了老英雄谢幕新英雄登场每个人都多少失去了点什么为了赶结局复联成员之间的感情反倒处理得淡了剧情不算太有意思都是感情分本片最佳场面寡姐和鹰眼相爱自杀无误全复盟总结个人向最爱的是美队最帅的是鹰眼最美的是洛基最悲的是寡姐最基的居然是虫铁感谢在这一部完全垮掉的其他cp们,好评,na
简直是超级英雄版的故园风雨后三小时满格的落日故人情时间成为爱与重逢的终极钥匙最最嗨翻的场面觉得近乎拍出几分五道轮回六界合一的气势来回家第一件事是刨出了当年的古董电影票2008年5月在港汇看得很开心的我无论如何都不会预料到11年后会迎来这样的结局作为一个杂食性的电影爱好者深感能一路见证极致商业娱乐电影标杆的成长史也是我的荣幸,好评,na
看完想大哭一场不只是看不到钢铁侠美队和黑寡妇了就感觉十年就这么过去了如果给复联里英雄排个序最爱寡姐和美队然后是鹰眼和幻视期待他们的单体电影当然还是会看下去,好评,na
"I AM IRONMAN
WHATEVER IT TAKES
LOVE YOU THREE THOUSAND

五星送给片尾和这十一年和本片无关多说一句罗素兄弟拍不了史诗之作他们只能捣鼓出合格的爆米花",好评,na
"90
蚁人果然是关键点雷神成废柴大腹便便逆转未来的往日时光怎么也看不厌为了与至爱的片刻就能不惜一切九头蛇万岁的美国翘臀笑点很来电黑云压寨时的英雄同框终于出现十年布局等待而来的这一刻止不住泪腺葬礼镜头缓缓移动是对美好时光的最好怀念超级英雄回归平凡而平凡如我有了超级英雄一样的体验感谢漫威的陪伴就此落幕要说上一句爱你三千遍",好评,na
I love you times infinity,好评,na
一直不看漫威一上来就看了终局之战终于明白了为什么有这么多漫威粉在这里人物众多但每一个都用心塑造有背景故事有爱恨情仇有独特的装扮有迥异的性格不是一个个的脸谱而是一个个活生生的人物一视同仁绝不敷衍,好评,na
语塞+词穷废柴联盟专注客串MCU十周年,好评,na
一座完美闭环的造就一场奇异梦境的惊醒一部史诗篇章的落幕一个华美时代的终结,好评,na
"太棒了我先打10星你们随意初代十年处心积虑埋线直至终章才完整爆发这个宇宙的真实魅力叹为观止我们才终于见识到十年布局原来真的不是一句投机取巧的营销文案而是实打实的严谨工作一个精心布置的局一个像蛇的首尾完美咬合的圆
看得出来飞机也很信任手下让编剧和导演放手去做这个团队平时工作大概就是一群疯子在头脑风暴吧什么事都干得出来即使你猜了3000个剧情他们依然能交出第3001种脑洞即使吃过3000把刀子他们依然能给你第3001个爱的理由
这个电影从某种意义上真的做到了史无前例感谢所有所有创作和工作人员谢谢你们整出了这么牛逼的宇宙邀我们见证",好评,na
Stan Lee老爷子看到了吗他和她去找你了,好评,na
重逢与离别绝望与希望悔恨与救赎在时间的漩涡中我们体会着情感的复杂与伟大只要人们仍旧怀念过去他们就不愿走向未来而是在当下选择反抗fight for memory,好评,na
漫威系列全部追下来终于完结了黑寡妇取原石那段有bug雷神严重OOC其他的脑洞都挺好剧情前面过于温吞后面比较精彩画面特效都很好3个小时还是很值的结局难免有点遗憾不过总的来说挺圆满加上情怀给四星吧,好评,na
为了告别的重逢戏里戏外皆是回到过去如同高级的闪回面对面的和过去道别而结尾美队卸去不老之躯与沉重责任过回常人生活的选择也达成了演员与角色的统一最触动是娜塔莎之死不像其他人她穿越时空也无旧相识可见可道别死去也是在无边宇宙的另一个遥远世界仿佛与此世界毫无关联真真是以黑寡妇之名独独一人来孑孑一身去又觉得与昨天刚看的天上再见结尾类似在孤独一生的终点感受到一点与这个世界的情感关联此处是获知从未听说的父亲的名字天上是得到父亲认同然后义无反顾纵身一跃以灵魂换灵魂在时间长河里留下自己被悲伤裹缠但壮美绚烂的永恒印记而在戏外漫威没给她拍个人电影的事实也加深了这种感觉虽然之后要拍此前所认为的这个人物的单薄现在反倒觉得很适合她独立于世的虚无气质710,好评,na
用一场逆转时空的旅行串起十年作品实在是非常巧妙的怀旧时间理论虽然解释得不清不楚但也算有趣漫威从来不存在我的青春里但有几场戏也算印象深刻比想象中好看,好评,na
我从来都不算漫威粉丝我不熟悉漫画的设定也未蹲过零点场首映更没有特别喜欢过某一个英雄但MCU电影从没落过其中19部在影院观看不下5部三刷以上究其原因漫威在新千年建立了一个前无古人的电影王朝与星战终结者魔戒之于它们存在年代的意义别无二致我们都是平常人或多或少都有英雄梦点燃这个梦的火种就是钢铁侠十年过后钢铁侠早已不单纯是个人物形象他更像是精神图腾提醒着我们这十年走过的路这应该就是我我们如此沉浸其中的原因所以这10分献给乳臭未干和高中同学周二翘课看钢1的我献给因美队3结缘而恋情无终的我献给曾经作为电影行业工作者而近距离接触他们的我初代的结局肯定不会让所有人满意或许MCU考虑过其他的方式但我接受这已是最好的终局毕竟旅程再远也要说拜,好评,na
挺好的结局,好评,na
所有英雄都應該經歷一次時間旅行面對自己的愛與懼在淚水和歡樂中脫繭而出所有的英雄宇宙都應該有一次時間穿越的故事讓粉絲們瞬間穿越數十年重溫自己與夢想共渡的時光而淚如泉湧復仇者們象征著美國夢的勇氣與良心十年的光景鏡頭內外的潛規則也發生了天壤之別在終局大戰中煞費苦心的英雄出場走位與組局處處顯示出政治正確的小心翼翼,好评,na
节奏把控得不够完美故事大体上都能猜到没办法作为近十年的现象级系列平衡与掣肘实在太多漫威已经尽力了大量女权主义事先有预告但黑人美国队长实在有点太政治正确了不知道川普怎么看,好评,na
十一年一个循环谢谢漫威让我在无聊的人生中做了一个美梦始于钢铁侠终于钢铁侠希望我们终有一日能在漫威宇宙中相遇,好评,na
美队是怎么打赢灭霸的因为他拿起了雷神之锤子那么雷神做什么去了他膨胀了啊,好评,na
娜塔莎托尼我们赢了哦,好评,na
建议吃点咸的入场233,好评,na
我和奇异博士一样即使把结局看了一千四百万遍我也不会说一个字的,好评,na
时间线设置足够聪明不讨论任何修改时间线的事儿只改变石头往蝴蝶效应的反面去走这样时空穿越后发生什么事都不会产生悖论了之前以为是一种的讨巧的方式抹掉一些错误的选择从来但是没有重心放在拿到宝石之后了而且灭霸总算是一个会改变想法的聪明反派了漫威说这次是绝对谁都想不到的发展竟然是真的,好评,na
首映场太刺激了平均两分钟鼓掌一次五分钟欢呼一次到了最后甚至是斯坦李的字幕出来都全场鼓掌各种熟悉的场面熟悉的人物熟悉的梗鸡皮疙瘩一波接着一波弱弱吐槽下吧唧才是美队的羁绊好吗不要强行BG以及寡姐才是鹰眼的此生挚爱官方锁了还有就是我可以三个字虽然说倦了但还是要宣布小tom蜘蛛boy正式替代大tom洛基荣登我可以榜首,好评,na
你现在可以休息了复联4确实是属于初代六人的完结能把电影拍成一场全球性盛会只有漫威了觉得前面节奏慢也理解当然也需要如此多时间交代关系解决矛盾相反打斗上就赶不上第三部密集但最后的史诗大战绝对是瞠目结舌的剧情方面即便知道会穿越也没想到是这么个玩儿法诸多关键情节是真的蛮意外怪不得糟老头子要做假预告笑点做的萌趣舒适不尬九头蛇万岁惊队因太无敌只能起辅助作用没有一路追看漫威电影的毋庸置疑会失去很多乐趣,好评,na
电影看最后的群架确实很爽每次看美国英雄片都很佩服他们一如既往的价值观文化输出你看这里面就在用最后的事实论证财智资本家+爱国军心=美国价值观的最匹配人选普世价值观是无法拯救世界的只有美国价值观才可以201954 810,好评,na
天下最美的美梦都会有终点感谢遇见你钢铁侠,好评,na
"钢铁侠1到惊奇队长21部电影的伏笔铺垫在复联4全部都有了后续
很漫长的三个小时要说它的题材应该不是科幻算是软科幻都算不上的奇幻",好评,na
十年漫威英雄落幕感谢陪伴,好评,na
I love you three thousand times,好评,na
"不知道评价什么
从三分钟哭到尾还缓不过来
粉丝真的会很激动很惊喜吧",好评,na
我们彼此拥抱我们相互告别我们爱过我们来过Farewell,好评,na
190426最后哭的稀里哗啦每一个角色都那么鲜活出现他们穿越回去的每一部电影都是那么的熟悉多少梗都能会心一笑了然于心之前每一部漫威的电影都至少看过两遍多少年的光阴啊一场盛大的谢幕就这样真的结束了谢谢你们在我的青春里走过突然想起来昨晚做梦梦到的都是漫威梦到的冬兵和黑寡妇具体他俩干啥忘了但一晚上没怎么睡好今天一早就起来去看了imax是爱啊190429终于二刷了下依旧是欢笑和感动微博首页各种骂声时不时让我感觉真的是没必要还有那种理解能力有问题的傻x看着真碍眼,好评,na
粉丝滤镜和跟风的太多了这分数对真正认真拍电影的导演反而是种讽刺对于剧情来说仅仅是作为前作的延续作品挺平的文戏多中间穿插冒险略带笑点结尾集结过短并无太多亮点8分,好评,na
即使这部最终章时长三小时依然未能了却影迷们的执念太多细节和疑问需后续交代不过很高兴这一部把更多笔墨聚焦在了英雄的人文情怀层面而不是动作场面你可以看到父子冰释前嫌铁人母子骨肉重聚雷神爱人再续前缘美队孤儿孑然一身寡姐妻儿阖家团圆鹰眼及本我超我合体浩克这些人性元素够了够让你对这部终结篇满意了~更别提结尾高潮大战又燃又出其不意又好看得一塌糊涂反正综合来讲正如罗素兄弟所言复联初代都在这部里走向了最合适的结局以此平复影迷们的执念是最好不过,好评,na
漫威春晚漫长的告别,好评,na
从一开始就渲染情怀打斗和笑料都只是配菜看到那些曾在记忆里留下深刻印痕或惊鸿一瞥的人物角色再度出现各种感动油然而生各种燃点恣意迸发直到那令人饮泣的刹那这不是单看这一部电影所能体会到的是伴随着漫威宇宙一路走来的自己所始终憧憬和等待着的有生之年最后我只想说逝者已矣生者如斯还有去二刷吧,好评,na
想了想还是打了五星电影倒不是说有多完美只是确实算是一个时代的落幕无论自己平时多么不爽漫威但终归自己这几年还是一部又一部看了过来逝去的确实是自己的青春啊纵观MCU给我印象最深的还是美国队长这次他终于圆了和她的一次舞蹈之约也脱下了自己的战袍英雄落幕精神不朽MCU十年当之无愧的传奇,好评,na
从粉丝捧场大众惨淡开始到粉丝辱骂大众嗨翻结束漫威电影宇宙已经成为了震撼全球的文化现象是一代人的影像记忆是最时下的政治寓言早就不可能回到只拍给死忠粉丝看的过去一些死忠粉丝再无法接受这部电影对自己深爱的人物不尽如人意的塑造也没办法对抗大众对好故事的渴望好的故事不会是合家欢的故事好的故事总是充满颓丧悲情苦痛难堪好的故事需要有人性的人物而不是完美的神,好评,na
就为队长那句AVENGERS ASSEMBLE,好评,na
"一左一右两个大哥观影过程中不停抽泣引得我也鼻子酸酸的
漫威宇宙对钢铁侠这一角色的塑造太成功了有始有终
11年虽不是漫威迷但21部电影都悉数看过就此作别",好评,na
不管你们信不信 3个小时看下来惊奇队长是颜值最高的,好评,na
最后救小蜘蛛时漫威女英雄摆出一副红色娘子军的架势真是把我逗笑了,好评,na
"我昨晚终于看了听不懂英语看不懂字幕的女儿也从头到尾一直坐着看完了这十年的漫威系列的电影我几乎都看过所以每个细节都觉得很有意思
不可思议的是在中国这么火的电影在日本却没有那么大火昨天日本平成时代结束了但其实没什么感情复联系列结束了反而舍不得",好评,na
当他看到她的时候仿佛瞬间经历了整个人生心里很平静,好评,na
从大学时候开始每次都要穿应援T恤熬夜看首映到现在都被剧透干净了才缓缓走向电影院曾经多么痴迷漫威现在也已长大到对超级英雄逐渐失去憧憬能活在漫威的时代真幸福啊接下来我就和我最爱的英雄一起告别漫威吧遗憾打斗戏少新装甲少找宝石不够紧张刺激,好评,na
看完后我最纠结的地方居然是当复联召回了五年前被消失的一半人口带来的重婚现象应当如何处理,好评,na
好消息是之前广泛流传的剧透是假的大家放心观影,好评,na
虽然三小时实在尿点很多 但回忆杀实在太美好了 最后集结真是无与伦比的激动 妇联 ,好评,na
给好友评分中的所有差评点了赞并同意然后依旧可以打出五颗星的电影,好评,na
不算完美但算是圆满的结局陪伴11年又一个时代落幕了谢谢你钢铁侠真的不管是漫威还是观众都应该谢谢你然后辛苦了美队这是你应得的虽然有不舍但是每个角色都应该没有遗憾了人物的弧光完成最后不管是惊奇队长还是其他角色以目前的状态来看撑不起下一个十年因为没有一个角色的魅力能比得上初代A6嗯博士也不行,好评,na
世间所有的相遇都是久别的重逢首日二刷IMAX+杜比漫威宇宙的节点初代复仇者谢幕角色退役前与过往的叙旧也带领观众完成记忆上的二次共情整部电影就是大彩蛋无数漫威宇宙梗个中体会结尾更燃到极点怎能不泪流满面从电影的角度该片不算完美但谁在乎情怀的力量这才是我们的10年承载的是一起走过的青春结局是遗憾的因为有人离去但残缺也算一种美为了让我们更好的铭记爱你三千遍,好评,na
出来的人物很多不认识但还是把眼睛哭花了,好评,na
wcb 真的庆幸买了首映场 嘻嘻 好多人啊 还买了配套的杯子和爆米花桶哈哈哈 nerd到疯魔 虽然比国内晚了两天但好在一直没有被剧透 不得不说美队的pp确实是american ass hailhydro笑死 深藏功与名 美队拿起xx时大家都惊声尖叫 后头哭惨了呜呜呜一个时代的告别 放每个演员的签名太戳了 最后没有彩蛋呜呜呜 之前都有的 感谢漫威给我们带来的感动和欢笑 怀念斯坦里老爷子 三小时不显长 看完半躺在cb车上 感到一丝疲惫 可能因为不知不觉感情上倾注得有些用力了吧 最好笑短评女朋友没哭的话注意一下了ps最近看到一个日本浮世绘风格的超级英雄们 有意思 名号都很符合 like铁武者八十五号 米国团长 雷神彻 蚁义贼 流浪人鹰眼～ 晚上sv给我打电话 爱你3000次,好评,na
如果说复联3是完整的灭霸传那么复联4则是一场回馈和自我致敬给足了MCU观众所有想要的东西虽然中段有点混乱但足量的感情线描绘还是让我们十年来对这些血肉丰满的角色积累的情感得以倾泻而出最后的决战场面其呈现和效果都堪比指环王的圣盔谷之战零点场粉丝的欢呼声一浪高过一浪电影史上最庞大的项目有这么一个结局已然超乎想象给罗素兄弟和凯文费奇respect二刷最大感受是最后的跑酷大场面其实就是个橄榄球赛嘛100 American style 不过还是配得上magnificent ending了,好评,na
"虽然没有陪你走过11年但感谢你献给我们的21部佳作
钢铁侠美队寡妇雷神绿巨人鹰眼感谢你们精彩了我的青春
爱你们千千万万遍",好评,na
真的不出彩不过从21岁看到29岁,好评,na
首尾呼应一个时代的终结最喜欢的一对cp居然幸福的生活在了一起,好评,na
"我爱你三千遍
i am iron man",好评,na
靠削减角色和增加片场解决了2时群雄流水过于摆平的问题旅行到过往自己电影里也算新奇手法但这穿越线末了好像完全浆糊了结局想想对cp粉们很不友好搞得来似乎只有拖家带口回归家庭才有未来别的都不得善终连空间都不给留对得起把系列一手捧大的群体吗虽然我不粉啥感觉也不太愉快而且我相对最待见的班纳博士就再也回不去了么没想到雷神从北欧金属开始经历迪斯科后最终成了谋杀绿脚趾cos到这地步是不是该给科恩交版权费然鹅督爷的梦中情人确实是女武神一切难道冥冥中已注定Tilda的段落是现拍的么那她还真是掌握了时间石驻颜之术,好评,na
有笑有泪再见复联,好评,na
温情满满的大结局,好评,na
几乎每个人的结局都已经凹得很圆满了感叹漫威凹故事的能力唯一令我非常不满的是黑寡妇连一场体面的葬礼都没有就结束了你们有家人有爱人有基友还有机会回头去弥补遗憾她什么都没有她的家人就是你们她死在那种鬼地方死相还那么惨最后你们给钢铁侠举办葬礼时都没她什么事哎凭什么呀所有伤疤都补上了就留这么一个大口子心痛,好评,na
一泡尿憋不住了中途去上了个厕所结果什么美队能使雷神锤了,好评,na
这个剧情上真有点说不过去有硬伤,好评,na
我没想到蜘蛛侠5年后回来还在上高中我也没想到随着那句I AM IRONMAN缓缓道出十几年的情愫在一部看似爆米花的超英大片中竟表现得如此温情这样的情怀渲染足矣堪称史诗级始于他也终结于他这是当年那个放荡不羁自恋狂傲的钢铁侠我才意识到他永远都会是真的钢铁侠了随着美队的交接也许这是最好的结局吧当我深夜一人观影结束走在浦东的马路上唯有微风徐徐树影婆娑早没有了白天的喧嚣和热闹竟第一次体验到了上海深夜的宁静与舒适我们都是来自尘埃如那响指一响回归如初人生再顾重来无论是神是人都发现只有身边人值得珍惜再见了漫威再见了初代的复仇者,好评,na
"感动满足这依然是一部完整的电影也是钢铁侠带领初代复仇者的完美落幕因I AM IRON MAN起与终11年前拉开的科技幻想神话的大幕讲了一个科技精英引领的11年的无限传说史诗采取了最聪明的叙事结构和结局选择钢铁侠和美队分别代表反恐与科技时代新英雄主义与传统美国精神把北欧神话泛非文化和女权角色融为一炉漫威打造了一个新世纪的银幕神话至今回忆起初次穿上战甲展示的真实精致炫目热血的情景依然记忆犹新
期待漫威宇宙给新的英雄更多空间开始一个新的时代",好评,na
有相聚 也有分离三里屯美嘉九点场出来也是在雨中了,好评,na
感谢漫威成全了初代超英所有的遗憾回忆和过往盾佩一梦七十年铁人重遇父亲诉衷肠雷神与母亲的伤别离终战实力诠释什么是真正的神仙打架比瓦坎达大战更振奋人心百倍寡姐献身美队隐退铁人终结属于他们这一代人的传奇终究是要落幕了l am ironman ,好评,na
i maybe cry a little bit也许是眼睛肿胀了反正影院小哥是哭了哭着说没有彩蛋捂脸最长的首映午夜场了最好别喝水别浪费钱买水了我一杯鸳鸯带进去没喝一口出来有人不自量力i seems smell someone pee捂脸全片全IMAX画幅holy嗨鸭希望有空去东莞华南摩尔的IMAX二刷,好评,na
成年以后偶然发现一部钢铁侠开始看了美队雷神找到联系发现新大陆似的到处给人安利反响平平过了多年变成一段传奇被别人当成童年回忆还挺有年华老去的沧桑的看着看着场面变成魔戒但其实毕业集的感觉更像是哈利波特或是GOT第八季刚刚过去的第二集大家都有各自的归宿有了离别的预期也没有伤感几处燃点全场欢呼意犹未尽妇联名副其实一起站了个场队长还剪了短发本命即使变肥宅也最终登上了同一艘船小蜘蛛也马上要愉快地放暑假Tomorrows gonna be another day,好评,na
其实不如上一部但是交待得很漂亮了漫威对粉丝是真好轻轻松松再战十年,好评,na
It is a decent goodbye thank you all,好评,na
只看过三部漫威电影人都认不全还是因为最近的热度来凑个热闹参与一下漫威英雄的告别被全片那种英雄篇章即将落幕的悲伤感所感动抉择与放弃牺牲和贡献都印象颇深情怀对我来说还是太有效对于漫威宇宙这十年未曾痴迷所幸见证,好评,na
全是惊喜全是彩蛋全是圆梦有欢笑有泪水有遗憾有希望有无法接受有新的开始十年如一梦但会记到永远,好评,na
高潮迭起完美谢幕血肉之躯钢铁之心凡人之力比肩神明这评价真的永不过时我都要哭了,好评,na
他终究还是完成了那场舞,好评,na
超故意真的超故意 其他先不想讲气氛是有生以来最好的一场有一瞬间感觉是在现场看球赛哭声笑声叫声掌声响成一片也只有漫威爸爸了,好评,na
我就想知道美国队长回去送石头带着戳子去的回来时候锤子怎么没有了,好评,na
所有的时空穿越电影都是扯淡于是在这里我们扯一个更大的淡,好评,na
完结了一切都怅然若失的感觉所有的宿命与情怀都在此交汇虽然可能不是漫威宇宙最好的电影但一定是对过去最好的一个交代感谢有你们的十年复仇者们,好评,na
注定是创作上戴着镣铐跳舞的一部各路粉丝的感受方方面面的情怀为系列后续剧情的铺垫甚至演员片酬都得考虑进去最后成品可以说是照顾到方方面面的最优解但也难免显得情怀是到了剧情却没有新的拓展点真的像是系列大型回顾总结大会所以精彩程度上更喜欢三当然四比三的优势也有三英战灭霸和最后双方大战作为高潮不负众望好几个画面终于拍出了漫威难得一见的史诗感,好评,na
It is truly an end of an era I am Iron Man,好评,na
作为一个算不上是漫威的粉丝看这个多多少少会有些情怀和感动的点是跟不上趟的加上此次在影院观影的效果太差导致我中途数次分心的吐糟聊了会儿微信又加上因为我不是看首映到处都被人无意中剧透了许多于是我并不能说我自己在影院被感动得热泪盈眶甚至我尴尬的说我对于英雄的离开并没有太大的触动但这片子作为完结片还是很精彩的用时间机器这个梗带着大家回顾了好多以前的经典时刻还填补了许多遗憾所以这个结局不管是死忠粉抑或是像我这样的路人粉应该来说都是能接受的而且作为超级英雄来说他们只会在永远在结束重启的路上所以传说不死英雄永生这在漫威宇宙来说应该也不只是一个口号最感动的是复联3消失的人们突然回来以及漫威娘子军汇集到一起的那里真是震撼,好评,na
一部电影一个时代下个10年再见~,好评,na
我现在没法冷静的评价的评价这部电影因为失望和感动的地方很多但有一点很肯定迪士尼和两位导演都是功利心非常强的人他们知道观众的笑点和泪点在哪所以可以直接忽略剧情逻辑往里面搪塞能带来爆点的东西,好评,na
所以其实漫威宇宙的价值观就是良心资本家+爱国军人=美国剩下的角色可以囊括神俄国人英国人东亚人黑白黄女人机器人半机器半人AI小动物小树苗但你们不管能力多强都主要负责扮演diversity不负责完成决定性剧情霸霸的手套锤锤的锤锤只有象征美帝核心价值观角色才配拥有不管制造出多少超神角色最后也必须依靠美国精神而非普世价值观拯救世界,好评,na
防火防盗防剧透的日子终于结束时长原因这部是整个系列唯一一部没怎么玩官逼同人梗的无论是观看过程还是看完都说不上来什么具体的感觉就好像一直在等这天,好评,na
Worth the wait,好评,na
天不生罗素漫威如长夜,好评,na
期待总票房到底能到多少高潮段落鸡皮疙瘩一阵又一阵所有人都一起鼓掌欢呼氛围太棒了当然也包括所有人一起哭,好评,na
一行人都说不好看只有我默默流着眼泪十年的陪伴感谢漫威,好评,na
伟大的史诗最好的落幕,好评,na
虽然槽点无数但还是TT,好评,na
谢谢你们青春有你们陪伴我很感动～雷神见妈妈那里真的没忍住,好评,na
或有意或无意的带上了元电影色彩至此数据的处理方式得到全解继续拍摄下去虽是必然但已失去了演算的乐趣终局是时间的告别亦是定理公式的最后验证与完成,好评,na
MCU22对于所有在满座剧场观影的观众来说都是难得的巅峰体验看着角色们死死生生从穿越回经典场景到大结局中走出的一个个在复联3中殒灭的角色观众惊呼抽泣这段电影旅程告一段落我入坑较晚但好歹是抓住了尾巴没有枉过一生2019年4月GV观影,好评,na
我永远无法理解有人觉得Thanos可怜我简直希望导演安排钢铁侠抓住他的头说Hear me and rejoice you are about to die at the hands of me you have had the privilege of be saved by the Great AVENGERS be thankful that your meaningless live is now contributing you may think this is suffering No it is salvation NOW TELL ME WHAT DO YOU FEEL TO FADING TO ASHES,好评,na
老伴儿孩子热炕头的世俗生活是终极幸福啊,好评,na
醒过来看自己晚上迷迷糊糊手帐上写的赫然是复仇者联盟4五军之战,好评,na
心都碎了眼泪根本止不住每次都一脸嫌弃但又忍不住拯救世界的人啊明明只是个凡人之躯由你开始由你结束最好的Tony Starklove you 3000 times,好评,na
24号上午就去看了说真的抱着全员死亡的心情去看得我还是看哭了我的铁人和寡姐,好评,na
趁着下映之前二刷了十年布局一朝终结既是旧的结束又是新的开始我会长久地怀念托尼寡姐以及能举起锤子战力爆棚的美队也会对英气十足的短发惊队小蜘蛛和奇异博士满怀期待期待未来十年漫威电影宇宙能更精彩多重宇宙X战警和神奇四侠的回归贱贱小蜘蛛蚁人和星爵的嘴炮联盟爱你们三千遍,好评,na
雷神大肚腩队长之盾锤妇联救蜘蛛Time Heist那么无赖的东西都出来了却没玩出啥新意思I am Iron Man 漫威宇宙由这句话开始再由这句话告别一个时代无聊文戏太多整个三四集除了兜售情怀说说冷笑话外比Joss Whedon那两集的娱乐性差了几个档次虽然第二集也被下阶段的系列铺垫弄得支离破碎再看到惊奇队长这德性总觉得前途堪忧,好评,na
感谢钢铁侠感谢漫威以后不会这样疯狂了我的青春结束了今天是场告别,好评,na
完了全完了今后不会再有泰坦之子宇宙计划生育委员会主任这些番号了灭宝庆啊灭宝庆你说你去惹复仇者联盟这帮混蛋干什么漫威十周年大型年会迄今为止出场角色最多也是第一部没有彩蛋的漫威电影真正的继往开来承前启后之作期待下一个十年,好评,na
昨晚哭着回来,好评,na
表白朗爹大家各得其所另外我好奇灭霸在里边是不是盘核桃了,好评,na
谢谢你们,好评,na
零点场快结束的时候有人隔着好几排嚎啕嚎啕大哭突然就变葬礼现场了,好评,na
比预期的要好很多本作多了很多情感戏很感人比如雷神和母亲鹰眼和家人当然还有钢铁侠的牺牲那部分最感人看的是漫威粉丝专场气氛和反映要比普通场好很多最后决战部分所有消失英雄回归的时候全场大鼓掌和惊呼,好评,na
超级英雄们也渴望凡人的快乐愿君如愿,好评,na
帝都算是妇联4全球首映了吧连老天爷都被结局虐哭了啊这雨下得真是时候,好评,na
冲情怀打满分高潮段落此起彼伏黑寡妇钢铁侠相继阵亡加上绿巨人被辐射成残疾这种扑面而来的壮烈感为了全宇宙前赴后继舍身取义的大无畏英雄主义怎么也足够我们肃然起敬当然作为电影本身bug也不少剧情上对不熟悉漫威宇宙的观众可以说很不友好但是作为收官落幕之作本片交上了一份相当不错的答卷足以抚慰漫迷孜孜以求的内心PS 现实的焦虑与竞争体现在漫威宇宙里混沌本是宇宙本质无论穿越还是拯救都是每个渺小人类逼不得已的选择为了生存拼了,好评,na
"复联一到复联四从初中到现在我爱了哭了
真实落泪数次目瞪口呆十几次三小时无尿点我都不知道怎么形容此时此刻的心情了
如果说哪个凡人能够比肩神明他的名字一定是托尼斯塔克",好评,na
怎么说呢  这部电影给那些人狠狠一巴掌  什么人  就是那些说这种电影也就看个特效的人另外  这个结局  意料之外 情理之中  电影院看电影  无数人一起鼓掌一起欢笑一起偷偷抹眼泪 包括那种过年的感觉  也只有漫威只有妇联4了  致敬英雄,好评,na
