Comment,Type,Predicted_Type
叶莲娜那不是你小时候足球队的名字吗,好评,na
昨天五一放假第一天全曲阜的电影院都没有上映此片离得最近的影院在济宁万达今天终于有排片了看了第一场9点的英文版感觉还不错啊抑郁症太可怕了需要陪伴和关爱你不是孤单的一个人我们在你身边喜欢梅丽即使别人都放弃你忽视你你也要爱自己啊及时宣泄情绪释放负面情绪不要什么都自己扛,好评,na
新复仇者联盟大破无间地狱版盗梦空间,好评,na
被漫威伤了好几年的心终于又回来了这一部真的是我可以刚开始觉得前面文戏太多了看到后面是必要的铺垫打戏场场过瘾皮尤真的是帅呆了不愧是我很早就入股的女明星Fake美队真的是搞笑担当对Bob的精神世界的描绘篇幅我觉得可以再多一点切换房间的拍摄好喜欢精神病患者看了真是感同身受另外我觉得Bob是双相不是单纯的抑郁最后抱抱真的是爱和希望治愈一切～～,好评,na
它有两点做对了尤琳娜和鲍勃以及他们两人的互动关于他们两人的一切都恰到好处太喜欢可可爱爱的鲍勃了确实和四五阶段的水货不是一个类别而且也不同于常规的过往任何漫威作品所以常规的漫威宣传反而对它有害严重影响了票房力如果是以剧情片加一点科幻元素的角度来做宣传感觉会好很多它本质是一个关于抑郁症的故事里面的虚空 the void 就是一个很直白的证明认真看里面尤其是尤琳娜和鲍勃的对话就是很典型的抑郁症的困境描述当然了它的救赎仍然很美式靠的是友爱和陪伴无可否认这确实是很重要和关键但最终还是得靠自己这种虚空感你是无法打败的只能找到与它共存的办法这个就只能是靠自己因为往往虚空感最强大的时候并不总能恰好有合适的陪伴和支持在身边无论如何我很喜欢,好评,na
"看到漫威没一直在那拍自己的模版化爆米花片其实还挺高兴的有鼓励分一颗星在里面看到后面原来是部心理创伤版的自杀小队前面都相当不错结尾有些崩最后居然继承了复仇者的名号但其实大家都明白这几个没什么特殊能力的角色放到真正的复联56里面可能都没几个镜头叶莲娜算不算唯一撑得起复二代排面的角色当然前提是她算复二代
片尾两个彩蛋经典一搞笑一重磅信息量
另外片子里有一个哨兵的长镜头拍的真漂亮模仿大师死得像诈骗",好评,na
虽然叶莲娜是个小短腿但看久了也是觉得蛮耐看的冬兵穿起西装就像个怪叔叔还是原皮好看最后作为DC自杀小队的对比其实这部也算成功的了毕竟漫威复联4之后除了小蜘蛛其他都太他妈差了,好评,na
IMAX2D版35星近年来难得看到一部有创意的漫威制作这部算是值回票价故事线与人物出场安排得颇为紧凑幽默段子效果不俗动作戏与文戏的衔接经过精心编排不至于陷入冗长无聊的观感而是依靠对话的空间背景去延续戏剧张力比如父女二人在川流不息的大街上的一幕最出色的莫过于将常见的正派反派对战转化为人与孤独的对抗击退反派的过程变成了如何克服情绪困扰的过程阴影黑化的情节甚至呼应了黑泽清的回路但还没上升至哲学高度这种精神分析与自我疗愈的设计延伸出现实反思的意味在当下社会里显得相当迫切,好评,na
比新神奇四侠提前拯救了漫威的电影闪灵盗梦空间恐怖游轮以及兼加文艺片元素的超英电影注定青史留名的佳作,好评,na
啥我打哨兵,好评,na
看的时候一直在想我要怎么和我的黑暗面对话我又怎么逃离我的可怕房间,好评,na
做好了烂成美队4那样的预期来看的结果看得蛮开心像是看和平使者和剧情稍好一点的自杀小队的感觉一群失败者loser二流货色的集结翻译的片名不太好搞得好像又一个按套路平平无奇中二起名的超英小队其实应该直接叫什么沙恩轮胎店赞助雷霆队很平民很菜很废柴来自从没赢过一场比赛的小学生足球队的名字有点感慨黑寡妇当年是穿紧身衣现在叶莲娜可以穿松松垮垮的运动服套装,好评,na
三星半吧片名也可以叫做抑郁症患者的他救确实是该阶段烂片扎堆的漫威中算能看的毕竟视听不混乱编剧不扯淡已是奢望好在这次玩了个概念不过让我好奇的是编剧看没看过火影忍者这简直是反向无限月读+同款嘴遁呀,好评,na
35还不错,好评,na
不太能理解雷霆的分数比湾仔码头低失意话痨政治爱的抱抱漫威整合化用了过去的成功经验还用盗梦空间方案修复了决战的战力失衡总算触底反弹不难看了,好评,na
放在漫威第四五阶段里观感比硬续硬煽情硬金曲的银护3要好不少甚至可以放在第一位难得走心一次讲真之前一直欣赏不了叶莲娜但放到这部里所有的不完美都变得恰到好处哨兵的压迫感太难得了而且最后这个拍法小丑回魂是吧哈哈哈哈哈哈哈,好评,na
漫威继复联四后第二好一帮边角料英雄放低期待却另辟蹊径证明了自己的价值剧本没有再走悬浮多元宇宙客串轰炸剧情注水那一套而是扎扎实实讲几个英雄的生存状态和隐藏在超能力后面的无尽孤独空虚给个人生活和世界造成的破坏以及如何治愈心理疾病拥抱人生的小哲学命题这种叙事的切入角度可谓另辟蹊径明显区别于以前的大叙事大格局超英乱斗打败宇宙级强敌拯救世界的路数显得特别别具一格抛去这些少而精的打斗以假乱真的特效为后续剧情的联动彩蛋等漫威行货依旧在线真正是目前久违的兼具特效打斗幽默娱乐思考铺垫于一体的超影佳作了何况还正式引入了哨兵这样的宇宙级bug二代黑寡妇叶莲娜的塑造和演员表演都太棒了不过确实打斗场面不够过瘾及彻底毁掉了一个铺垫已久的角色有点可惜多一星是给漫威又行了的鼓励,好评,na
"后超英时代难得喜欢的一部我们知道漫威要完了他们漫威也知道自己要完了于是带着招牌老英雄冬兵二三阶段二代新时代infp面向全新的观影群体很适合当下虚空的时代和充满无意义感的年轻人一起反复刷最惨回忆极速提升羁绊和团爱告诉你用爱和友情才能对抗虚无感和手机
以下是一些粉丝言论没错我现在又是漫威粉了我又可以了叶莲娜好可爱好喜欢我爱她梗太多了哈哈哈 苏联高仿血清哈哈哈🤣最后争彩蛋商标使用权和盾牌哈哈哈Avengerz哈哈哈",好评,na
终于脱离了family叙事超英电影回归到了对超英自身境遇的关注一众失意者的姿态不正是天将降大任于斯人也的最好叙事铺垫么动不动就外星入侵世纪大战真的疲劳了看看超英自己直面内心有种正本溯源返璞归真的妙,好评,na
阴版复仇者完全向内完全无需遵循超英的情节逻辑若是再反地极端些说不定真的会有意思起来,好评,na
Bvengers 大战绣湖难得说了一次人话的元宇宙好清爽,好评,na
一群混子救了一堆人然后群众在周围鼓掌这种样板戏套路什么时候能停止尴尬又刻意虚无太强了只靠这一群草台班子当然只能靠嘴遁了只是巧妙地借鉴了盗梦空间并非传统意义上的嘴遁冬兵的出场是全片的最高光元老人物果真不一样叶莲娜全程悲伤青蛙皮尤需要管理形象了预测豆瓣评分65左右如果我是漫威路人粉我只会给两颗星现在给的4星是祝愿漫威能够重回正轨,好评,na
哨兵的演员这个发型好像那个养生亿万富翁 好怪哈哈哈哈,好评,na
谁说这电影不好啊这电影好极了最好上完班就来看全程go with the flow加入心流没想到我们infp也能在电影里当上一回反派从普通抑郁症变成超级抑郁症太厉害了我们我们全程也没想伤害谁就想大家一起感受下这个时代我们最大的敌人就是我们的重度抑郁症,好评,na
我觉得看着很舒服虽然不知道咋衔接但是很刺激哈哈哈哈哈,好评,na
"在IMAX厅一个人看完了这部漫威最新电影感觉漫威的黄金年代和我的青春岁月一样已经一去不复返了
本片中的各个角色一言难尽新黑寡妇算是比较成功的一个毕竟有寡姐带了一把其他角色就完了伪美队龌龌龊龊盾让人撅了还不值得扔分子人连个人铺垫也没有直接成道具人红色守卫也差不多负责搞笑+体格占位冬兵在走出美队光环后表现还不错
但本作的反派哨兵设定得实在太强了飞行+刀枪不入+神速+巨力+远程控制再加上黑化后的虚空技所谓的雷霆特攻队直接被秒杀我感觉哪怕是前面所有超英拉来都没可能赢过他他看你不顺眼就直接让你进入虚空还玩个屁设定明显失去了平衡
但整体来说还是比较合格的爆米花电影没有太多冷场只是让人再也没有了当年看复联时血脉偾张的激动",好评,na
天龙人拯救完世界在纽约吃汉堡别有一番潇洒不羁我们只能光着脚丫子在戈壁滩狼狈地嚼仙人掌果他们都说新复联我们不配害我也觉得我们不配,好评,na
对于一部讲述落水狗故事又恰逢MCU低谷期推出的电影来说Thunderbolts显然已经没有什么可失去的但影片对角色的刻画格外真诚用心并将视角聚焦于那些内心背负阴影的人这种尝试本身就值得肯定虽然其中不乏MCU一贯存在的问题但从整体来看它确实重新找回了那份久违的灵魂,好评,na
开头的俯拍打斗光影不错,好评,na
A24和爆米花的巧妙结合漫威逐渐转型成cinematic art私心第一的漫威作品说喜欢的人被白左心理学洗脑了也好大家从背后抱住bob的那一下真能让我落泪,好评,na
真的是近几年来漫威较好的电影了,好评,na
剧情立意故事执行都不错打斗的不过瘾是设计上纯粹为了插科打诨服务就这样吧,好评,na
剛看完還是蠻激動的一部片下來想了一下就覺得還是標簽化太嚴重其實除了動作冒險之外主角團好像也沒有什麼真的產生心理鏈接的機會雖然感覺所謂覺得自己孤獨的人反而最佳破冰遊戲是狼人殺之類的也是能說得通而最後那邊還蠻喜歡XXZ與其說是在致敬NJZ不如說是在說現時代的觀眾可能沒辦法太喜歡一個跟自己毫無關聯的英雄角色所有人都在熒幕裡找自己的投影於是在BOSS戰俯瞰下房那邊一下子淚就噴出來所以比起上一輩還是更能共情同代吧順便需要誇漫威的互文嗎儘管都miss了這作主角的前作但或許他們的前作的失敗決定了這作的逆轉勝45歸4,好评,na
临时的集结故事背景已经交代清楚且看后续如何提升团队凝聚力确认分工和彼此磨合目前已确认红色守卫是搞笑担当叶莲娜是情感照护者PS电影开头叶莲娜的独白写的很好日复一日的工作填满了时间但内心仍然纷纷扰扰做一个安静的枯树叶和飘在流水中的枯树叶哪个会比哪个更好吗很想也来一只血清常规的高仿的都行233,好评,na
这次挺有DC的叙事感谁能懂我们这类阴暗逼的灵魂共振啊这一次是反英雄也是反反派或者就和女议员说的那样时间不过是坏人和烂人的区别罢了谁不都有着各自心底的阴暗面谁还没有想要全世界一起毁灭的时刻呢IFNP真的很理解bob只想安静待在那个心底安全屋的点如果世界上真的有那么一群loser不离不弃可以陪伴在身边真的会相信一次的感知到爱意才有机会去抵抗这世间的虚无,好评,na
你看看MARVEL偶爾深刻一下下就能得到成功DC你真的還搞合家歡嗎,好评,na
bob像美国周华健叶连娜超绝辣条音剧情将个烂就吧,好评,na
冬兵好帅啊 其他普普,好评,na
还可以啊这一队英雄都很接地气几位演员也给力尤其皮尤蛮酷的最后的决战不玩村头械斗了改成情绪管理这招也不错,好评,na
二代黑寡妇的内心就是漫威对自己的自嘲确实是时候改变了这部里面有着久违了的初代复仇者电影的感觉稍微遗憾的是哨兵还是太收敛了不过冬兵啊冬兵那砸地的一拳又帅回来了还是坏一点适合你哈哈哈还有就是大家要多点关爱有抑郁的朋友们,好评,na
看到过去漫威电影宇宙里的反派与自己的过去和解相互救赎并联手组建新的复仇者联盟还是很有看点的,好评,na
75吧这阶段还算难得能看得进,好评,na
"比预期好看有一定观影门槛不是说内容看不明白而是有人物了解会更好的接受文戏
打斗动作场面设计的挺好巴基出场帅气十足一系列的二三线角色倒比复联4后一堆正统续集出彩多了boss的压迫感十足无敌强的存在后续解决困境也合得上逻辑
两个彩蛋都要看哦旺柴
以下剧透
就是没想到一个期待有其他精彩表现的角色居然这么快下线了并且查了演员作品也真的没有出现在复联5有点难受",好评,na
漫威你终于想起来我为啥看超英片了感觉回到了还爱你的十八岁,好评,na
觉得还蛮可爱的也没有需要看N个电视剧才能看明白相对其它一些电影而言是比较独立的故事看了这么多年漫威Bucky的帅第一次感染到我,好评,na
节奏差点意思 Florence演得好 反派从外太空天神变成内心黑洞 漫威的一步好棋,好评,na
为了看复仇者联盟5来看这个预告片,好评,na
挺好看的集结的很自然新认识的超英也很bug特别喜欢叶莲娜的性格,好评,na
挺好的电影就是对无漫威经验者不太友好目前这国内的票房跟口碑也算是为漫威这几年盲目开发和政治正确瞎搞买单了从凯文费奇扭转方向的举措也能知道不好看的电影就是不好看拿不管什么XX主义营销都会有点黔驴技穷的感觉希望还是多拿出点好作品吧毕竟这年头好爆米花都少,好评,na
7410漫威居然拿着超级英雄去包装一个心理疗愈的故事这一点值得肯定总体上看得还是赏心悦目但问题也在于此一群loser去拯救一个loser并挫败瓦伦蒂娜的阴谋听起来貌似精彩的故事呈现出来还挺单薄的编导拍得很青涩有些抓不住重心既没有呈现出如同谍战的阴谋又试图从每个角色的过往去引起共鸣可成功的只有主角叶连娜以及话疗再加上各种插科打诨又削弱了这层丧到至极的氛围使得全片高高举起又轻轻落下当然最后所有人逃离房间那一段还挺黑镜的,好评,na
我真的好喜欢啊 感觉找到漫威以前那味儿了,好评,na
抽象的东西武器化还真是超模的可怕虽然实力差距离谱的跨次元了但立意好也有趣黑化的时候满脑子是欧文的脸,好评,na
比之前那些强多了超英跟抑郁自毁自我封闭做连接成品没有特别强行挺不错角色和动作戏都过得去巴基略微酱油皮尤和veep都演得挺好,好评,na
照着这个势头向复联前进,好评,na
好惨淡的票房偌大的巨幕厅只有3个人可能是带着烂片的预期去看意外感受到一些惊喜洗碗机和Uber有笑到,好评,na
"You know what I kinda fuck with this

Despite the unavoidable corny and generic Marvel character traits and jokes the film did a decent job exploring emotions and traumas that everyone can relate to and did not drag out too long The third act of the film reminds me of the show Legion in terms of fighting and escaping the mind world

 LIDO IMAX",好评,na
有时自己比较废物 感觉也救不了自己时 赶紧找朋友试试 一个不行 就多找几个,好评,na
这大概是漫威电影里致死人数最少的反派之一,好评,na
好喜欢皮尤小姐姐,好评,na
"当流行文化的代表超英电影都不再探讨正义与守护维护宇宙生态平衡亲情爱与羁绊等等这些宏大叙事而是去探讨如何对抗内心的孤独和空虚你就知道这个时代最大的病是什么了
可看但节奏有些问题菜鸡互啄想搞得有来有往逗趣儿毒舌结果台词设计过于刻意且无聊镜头语言又很无趣有点儿砸锅并且拖节奏叶莲娜面对自我打开心房的方式主要靠话疗而且还是站桩话疗这个设计真的让人疲倦
鲍勃挺有趣的演员有些莫名的个人魅力虽然黑白转变单薄且突兀但因为演员本人挺有眼缘儿也能接受
最后巴基体面人好吧出新就找他来抬还部部都当背景板复刻 winter soldier 的高光令人短暂激动但又被卸了胳膊找谁说理去",好评,na
彩蛋逆天了猎鹰队长不团结英雄居然告侵权跟昔日好友巴基对簿公堂MCU这是在开玩笑还是真打算让鹰队成为沽名钓誉的美国队长,好评,na
期待四侠美剧感很足的一部可惜就是永远不愿意真正把这样的大体量故事扔给D+做一部正儿八经的美剧出来重生可能算还没看父女组的演技是看点虽是群戏但是高光给到叶莲娜和鲍勃是很明智的决定片尾不出意外整个新复联也是漫威噱头老操作但是管理者和成员之间权力的易位还挺有意思我喜欢现在漫威走的路数就是推各种十八线小角色总有一个能火我们早都心知肚明如果一辈子只幻想越来越老的演员回来客串美队钢铁侠那不如放过自己去看点别的吧真的无恶意,好评,na
1星给巴基1星给新复联期待下新神奇四侠好了,好评,na
吊车倒塌末世纽约的场面还是很带感的,好评,na
比想象的要好很多 一群边角料角色组队 演绎了一个还有点内容的故事 这个哨兵有点犯规呀 这可是超人和 X教授的合体 无敌了,好评,na
周日中午整个厅只有我一个人其实这电影主题很不错如何面对孤独的自我皮尤挺出彩的,好评,na
新复联,好评,na
普通英雄告诉你怎样面对抑郁症三星半,好评,na
当正义联盟正在一键重启复仇者联盟还在支离破碎他们在拯救全人类他们自称为雷霆特攻队其实是废柴联盟那么问题来了拯救世界哪家强,好评,na
oldschool marvel,好评,na
need a therapy,好评,na
比起砸招牌的美队4这部雷霆特攻队简直就是精致的佳作当然要和那些正统经典永流传的超英比起来寡淡了一些但也能看出第四阶段时期被架空权力的凯文费奇再次掌门重振旗鼓的作品很有信心了和我一起观影的朋友说这部电影鸡汤味有点浓的确但是在塑造人物上超越了第四阶段的众多作品开始走心了只是哨兵的史诗级削弱我有点失望其它都能接受最后一个彩蛋简直炸裂快到七月份吧我要去看新版F4,好评,na
IMAX为了推神奇四侠连倒数都是特定版本的优秀的票房特效不拉跨声音设计和剪辑都很达标为什么评分这么低呢我们的欣赏水平这几个月涨的这么快的吗,好评,na
看烦了超级英雄打仗这部真是一股清流无数房间加上配乐甚至有了禁闭岛的感觉void太酷了演员也棒超出预期很喜欢,好评,na
还挺好看,好评,na
好喜欢慵懒丧痞的垃圾人集体绽放光芒,好评,na
"可能预期太低了反而觉得还行诶皮尤不让你失望请定期关爱你的家人朋友不要让他们的抑郁摧毁世界喜欢ED里的杂志封面哈哈哈新英雄电影已经只能走中年危机F4
和loser team玩出新花样了吗",好评,na
我居然感动哭了我自己都觉得我有点离谱虽然是陈词滥调的救赎片但真的太久没看到这样的陈词滥调了在漫威电影变得各种假大空和乱七八糟的时候这种陈词滥调好好看啊,好评,na
纽约人民很不爱凑热闹哎两个穿着奇怪制服的人在街边哭哭闹闹来来往往的路人瞄都不瞄一眼,好评,na
打戏比其他的好看,好评,na
后超级英雄时代我们都是loser sucker 孤独在世苟活于世但是我们还是可以一起孤独互相陪伴也许某刻也会有属于我们的某个英雄时刻整体还行没有强行尬笑四人登梯很有趣街头吵架路人无视很有趣哨兵纯黑版非常有质感技能特效非常酷冬兵啊出场非常之帅气那才是我们最爱的英雄色彩啊简直热泪盈眶了,好评,na
WE ARE SUCK,好评,na
新的流行环境之下可能反英雄就是唯一的出路了一个披着超级英雄片外皮的精神分析电影竟然给我看感动了其实好羡慕那些不懂这些虚无和黑暗意味为何的观众们那不仅仅是心理创伤和童年阴影更重要的是对自己所处何处所做何事乃至整个人存在意义的怀疑我至今仍会时不时回到那间浴室以一个漂浮的灵魂视角看到浴缸边缘那反着银光的刀锋以及沉入水底的自己我也曾一步踏入那黑暗死寂的虚无深渊我没有能力打破或者挣脱也没有一个外界的力量将我捞起我只是极其缓慢地以一种汲取吸收的方式接受了隐去形体让自己成为那份虚无和孤独无悲无喜向外瞭望迎接一个又一个重复的明天,好评,na
个人向比较喜欢分低了点,好评,na
810我自己都很意外我居然是有点喜欢的大概是除了银护系列和雷神3外MCU里最尊重爆米花电影本身属性的一部倒是宣传期时所说的a24风只是一种流于表层的模仿一种仅仅来自于技术层面的假象和电影文本没有什么关系其实和新自杀的侧重点挺不一样的不过这部有关trauma孤独的部分确实浅尝辄止了些所以其实挺cliche的而后者敢于在每一个模糊英雄反英雄的情景里把所谓的英雄时刻都狠狠地撕碎踩扁到地里去从第四阶段猎冬开始铺垫到现在的白宫政治线倒是烂得出奇正片结尾的new avengers更是把电影之前建立起的气氛毁得一干二净,好评,na
虽然现在的超英片都想加点深度抒个情啥的但是不得不说确实奏效最后那段看得我也挺激动的孤独嘛好也不好总归要调节平衡咯这部实在还是很成功的只要这些角色的塑造说得过去甚至再有点魅力观众就很买账了彩蛋串联也很无敌就是靠这一条条的脉络搭建起漫威宇宙的宏大世界也让人有些有端联想比如what if中冬兵和红色卫兵本来就是好基友哈哈哈最后还是希望大家都不孤独不管背负什么不管有没有人能分享至少最后还有自己做自己的朋友哈哈哈巴基太有气质太特别了怪不得可以当三朝元老另外影院的小孩哥可太逗了,好评,na
A24味儿真的很浓Bucky救场瞬间有种回到十年前的感觉很难得聚焦于depression的内核最后的拥抱真的有点想落泪了,好评,na
哇真好看有点说到我心里去了,好评,na
没走漫威老套路没有讨厌的角色我很喜欢女主结尾笑容太棒了有个上来一会就被干掉的女杀手太可惜了,好评,na
漫威多少算是回春了loser小队几个角色塑造扎实尤其叶莲娜的部分美国密探也越看越顺眼哨兵选角也很成功继续保持呀,好评,na
这集群像蛮不错啊终于get到皮尤那种抽象的幽默感了35四分鼓励一下,好评,na
"雷霆特攻队我谢谢你以前从来没有觉得巴基帅但看完电影觉得巴基越老越帅必须支持这种上了年纪的风韵犹存的老男人 巴基在公路上用炸弹一气呵成炸飞三辆车那段我真的原地颅内高潮巴基巴恩斯我们喜欢你
感觉漫威还是稍微回春了点的我之前总觉得漫威在a4后要一直炒冷饭但看完这部之后觉得或许他们能慢慢开辟一条不靠炒冷饭的新道路还是蛮期待的毕竟我也是看了十多年漫威的老人了Mel说她大战的时候还是高中生我就突然发现a4也是上高中的时候看的突然就对自己的年龄有了实感
顺便夸一句Mel第一眼就喜欢她了社畜感很足和Valentina的对手戏也有点好磕Valentina一直叫她good girl谁懂叶莲娜好美我要回去补黑寡妇和鹰眼了她和二代鹰眼的cp很好磕",好评,na
如果漫威能够保持高质量水平创作能一直选择正确的电影团队高质量导演高质量演员高质量编剧高质量特效和高质量策划那么观众自然会爱上漫威会支持漫威电影而不像之前一直摆烂的结果影迷等这一部新复仇者联盟实在太久了这五星是献给难得的漫威第二春,好评,na
用爱化解仇恨价值观很正,好评,na
70100,好评,na
Regal Union Square 双相治疗不易 珍惜group therapy session机会,好评,na
看完仿佛重新爱上漫威了唉,好评,na
虎杖我打宿傩鹰队我打红浩克叶莲娜我打哨兵x Jokes aside 感觉哨兵往深了塑造可以很致郁可惜迪士尼底色不允许虽然但是现在的哨兵倒也挺可爱 3067,好评,na
这部终于让我对漫威后面的发展产生期待了,好评,na
真实版抑郁是一条大黑狗,好评,na
高于预期漫威肉眼可见的越来越好了这部既不是续集也不是情怀就是有观影门槛作为每一部影片和剧集都没错过的观众会有更好的观影体验影片在剧情上虽说不上精雕细琢但在近几年的漫威影片里也算的上诚意之作每个角色都迷失自我再自我救赎有血有泪有喜有悲演员演的也不错让人物都产生了弧光执行任务的四方对战和哨兵出场这两场动作戏可圈可点特别是对战哨兵那场动作戏给人以喘不过气的压迫感和无力感影片大量的实拍减少CG含量也带来了更强的真实感相比隔壁类似的自杀小队也更接地气上映前模仿大师这个角色就遮遮掩掩没想到开场就寄了让人不爽结局也没什么大场面的对战打不过就嘴炮加鸡汤也让人悻悻彩蛋更是把神奇四侠的结局给剧透了四星半,好评,na
深海,好评,na
在今天孤独和虚空无力真的可以吞噬人至万劫不复但仍可救赎必须去救赎其实挺开心有这么一部不是以超能力而是以爱与相信与救赎战胜了黑暗那一面我的心止不住地颤动在那几个时刻,好评,na
最后破局的部分还是偶有亮点,好评,na
"哨兵演出好拽  技能拉黑 
二刷看的是4D这种平庸的动作设计加上4D冲击非常加分反之很平平无奇
●特别寡妹开头一滑铲座椅抽腿效果超带劲
女BOSS 发丝好看

巴基胸肌真大

鲍勃打喷嚏共鸣我▄▄的瞬间也会打喷嚏
●格温坠落梗寡妹很会

极速坠落式の升天喜爱这种动势张力

具象の黑暗吞噬光明
●想起某音乐中的歌词  hello darkness my old friend
█同时期上映的老片幽灵公主很虚伪为什么
●因为本片中有两个幽灵女第一位技能就幽灵
█第二位呢活在每个海报中但在正片开头就嗝屁了 多幽灵 公主啊~~

2025430",好评,na
1最后的彩蛋是又要打内战的意思吗 那我先站 TeamFlorencePugh了2Valentina和Tulsi Gabbard一样hot3 好你个狗漫威 片尾动画把 Bucky和穿着制服的沃克放在一起 是有意的还是成心的搞莞莞类卿,好评,na
810 优秀,好评,na
最有心理创伤的人来看复二代了从复联4开始脱坑回踩再也没有看过复联的剧时常看着手腕的纹身思考why baby why的我在看到复仇者大厦的一瞬间内心涌现出对渣男前夫爱得五味杂陈的感觉差一点泪如雨下这一部对我来说是惊喜的小队们意外的符合2025年当代的精神状态每个人都相当的可爱接地气摆脱了伟光正的光环摆着不想上班的臭脸很难不让人怜爱你很难想象下一秒会发生什么除了拯救同僚那段有点烂俗它可是让我捶前排座椅从头到尾啊我不会说跟小杨姐双人包场IMAX有多爽的Bob黑化真不是从锈湖来的灵感么另外我喜欢瓦伦蒂娜关于人类bad和worse的比喻结尾把我看傻了喜欢,好评,na
我果然不喜欢特别漫威的片子所以这一部我觉得还行人一多故事就丰满一些了肯定要讲小队集结的过程和每个队员的故事这次不太漫威的点在于实在没能把整个故事和快节奏结合起来叙事变慢了玩梗担当也没有以前那么好笑但和整个片子比较强大的反派和反派自带的沉重情绪比起来太轻松地解决显然不是路径想轻松也难Bob确实太无所不能又太复杂了不轻松就不能快节奏地chill地推进故事,好评,na
漫威电影百足之虫死而不僵一大家子没一个出息的嫡子倒是周瑞家的模样端正但小气是真小气谁能想到一部超英电影的内核是疗愈抑郁症呢,好评,na
漫威近年创作摆烂口碑透支让粉丝信心降至谷底但这部总算挽回颜面让人重燃期待漫威总算不堆砌廉价的特效和漏洞百出的情节而是以小搏大小切口认真讲好故事塑造有血有肉有人味的角色回到当年看漫威的感觉电影带观众走进MCU边缘角色的内心世界一群不被关注黑历史满满的loser如何理顺一团乱麻的生活令人共情不幸的过往虽然难以遗忘但不能陷入不好情绪中难以自拔要学会倾诉正确面对向前看大女主叶莲娜人物弧光完整喜欢这角色皮尤演的动容逐步走出伤痛回忆在自我疗愈的同时帮助经历类似的鲍勃与不幸童年和解不被阴暗面吞噬哨兵展现超强力量压迫感十足片名改新复联的营销有意思不过高潮戏变话疗有点不过瘾开场一角色领便当太草率彩蛋带出神奇四侠希望继续保持水准,好评,na
挺不错的,好评,na
我觉得其实还不错,好评,na
握草最后一瞬间竟然有很强烈的锈湖感我不准有任何人忤逆新复仇者联盟好喜欢皮尤啊啊啊台词也很爱文戏真的超级棒角色也是有血有肉可太好了,好评,na
"结尾大战太偷懒了但这回至少逻辑通顺了鼓励一下吧
哨兵演员不错啊看的我都觉得痛苦",好评,na
20250506,好评,na
A｜一次只见风格不见故事的大胆尝试但至少漫威这次是在把自己的项目当成电影来看正是这份信念让众卡司的演技有了着陆的可能让挖来的文艺片主创有了炫技艺抖干货的影像空间更让MCU中许久未见的平民视角占据高潮位时的主导地位有多久没在这个标榜自己是超级英雄的宇宙里看到英雄们实打实救人了最后的反高潮话疗固然赋予了废柴团真正的实感可彩蛋里的罗素兄弟显然已经摩拳擦掌准备把这群可爱的活生生的人变成可批量生产的可动玩偶想想蛮可悲的戏里是用后即弃的弃子戏外也是捞起这个摇摇欲坠的宇宙的一次性鱼钩但愿真有续集还会是雷霆特工队而不是什么新复仇者,好评,na
漫威比惨大赛,好评,na
爆米花电影还是电影院看着爽但是我真的受够话疗解决一切问题了别叫雷霆特工队了叫心理健康问题关怀互助小组算了,好评,na
剧情紧凑故事连贯看的出成本有些紧用最少的特效表现出最好的效果每个人物都很有特色最后还敲打了一下隔壁美队4,好评,na
已经算得上是mcu最近几年里很不错的水准了,好评,na
今时看到这部电影正好能帮我梳理一下最近在跟伙伴讨论的一个创作人物成长的故事类型中我总结上一代的主题是从小到大我个人其实也比较喜欢这种经典英雄故事这个有变体的从坏到好很多武侠片是这样的然后我们这代的主题是从假到真或者说从外到内到我们下一代的故事我认为是从无到有的这部新阶段的漫威在我看来也是在往这个方向实践这点我觉得是非常可赞能在这个时间点看到的这样的探路不过可能是因为这种无到有的土壤还比较薄落实到具体创意素材上还是带一些假到真的影子新代际无的初始状态我觉得其实是一个时代性结构性的问题并不是很需要极端人物的个例创伤来代表以及后面也不是说通过人物关系的你被爱不孤独就能解决前面的这个虚无当然现实中也暂时还没有答案所以可理解,好评,na
"20259
极其充实饱满内容丰富跌宕起伏的127分钟

太惊喜了比预期中好太多已经很久没有看过如此让我意犹未尽的商业片了最后叶莲娜那句话非常引人入胜一下子就把观众胃口吊起来了第二部快来

完全的粉丝向电影确实对没有看过衍生剧的观众不太友好但是反之如果看过衍生剧的话就会感到每一个人物塑造得都很成功立体全面

你们辣条糖果队表面上是酷酷的反派特工联盟其实是6个善良臭屁爱互怼的小鼻嘎全部被我猛猛亲死6个宝宝全都好连猎冬剧里看不顺眼的沃克都怜爱了

but漫威请问为什么我们家冬兵宝宝为什么戏份还是这么少呢🥹",好评,na
凯文费奇的回归和A24主创的参与肉眼可见地起到作用了好几次都有原来的漫威回来了的那种感觉同时带着一种区别于以往漫威的新奇感阴暗面的设定也很喜欢但可惜总夹杂着一些莫名儿戏的情节点最不能接受的就是结尾整个纽约刚经历完一场不亚于烁灭的恐怖事件转头就在现场开发布会了还有大一堆记者不过总体是好的非常期待神奇四侠了,好评,na
终于回归正常的漫威电影水准了值得鼓励希望后面别再拉跨了好好把动作戏和特效做做好,好评,na
